 ,Linea,Cod Familia,Familia,Cod Producto,Producto,Cod Color,Familia Color,COD SKU PT,UM,Doc x Paq,Doc X bulto,PESO g.,Precio Estimado, Precio Sin IGV , Indicador x kg. ,Status,Codigo Barra,Marca,Nombre GS1,OBS
1,HOGAR,14,CESTAS,267,CAJA ORGANIZADORA REAL #5,3,Solido,11426703,DOC,1,12,241,79.5,67.37,5.82,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,CESTAS,268,CAJA ORGANIZADORA REAL #10,3,Solido,11426803,DOC,1,12,241,79.5,67.37,5.82,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,CESTAS,269,CAJA ORGANIZADORA REAL #15,3,Solido,11426903,DOC,1,12,241,79.5,67.37,5.82,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,17,TAPERS,270,TAPER REDONDO DE 1.5LT CARAMELO,1,Caramelo,11727001,DOC,10,20,71,23,19.49,5.72,ALTA,7.75933E+12,MUNDO HOGAR,TAPER ALEMAN DE 1100 ML COLOR CARAMELO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,17,TAPERS,271,TAPER REDONDO DE 2.5LT CARAMELO,1,Caramelo,11727101,DOC,10,20,71,23,19.49,5.72,ALTA,7.75933E+12,MUNDO HOGAR,TAPER ALEMAN DE 1100 ML COLOR CARAMELO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,PACKS,272,PACK: CANASTA CAROLINA + MINICANASTA + PANERA,3,Solido,11427203,DOC,10,20,90,32,27.12,6.28,ALTA,7.75933E+12,MUNDO HOGAR,4 SALSERO TRANSPARENTE CAP. 600ML. + CEPILLO ESPONJA COLORES VARIADOS,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,12,FLOREROS,273,FLORERO ROMANO GRANDE CARAMELO,1,Caramelo,11227301,DOC,4,16,84,38,32.2,7.99,ALTA,7.76E+12,MUNDOPLAST,FLORERO DE PLASTICO ITALIANO GRANDE,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,20,IMPORTADOS,274,LIMPIADOR DE BOTELLAS,3,Solido,12027403,UNID,500,500,100,1.5,1.27,0.26,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,21,CESTAS,275,ESCURRIDOR DE PORTAVAJILLA,2,Pastel,12127502,UNID,50,10,,,,,,,,,
1,HOGAR,10,EMBUDOS,276,EMBUDO #4 EXP,3,Solido,11027603,DOC,5,10,130,36,30.51,4.89,ALTA,7.75933E+12,MUNDOPLAST,EMBUDO # 4,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,10,EMBUDOS,277,EMBUDO #1 X 12 EXP,3,Solido,11027703,DOC,40,80,22,8.5,7.2,6.82,ALTA,7.75933E+12,MUNDOPLAST,EMBUDO # 1,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,10,EMBUDOS,278,EMBUDO #2 X 12 EXP,3,Solido,11027803,DOC,20,40,35,11.5,9.75,5.8,ALTA,7.75933E+12,MUNDOPLAST,EMBUDO # 2,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,10,EMBUDOS,279,EMBUDO GIGANTE EXP,3,Solido,11027903,DOC,5,10,177,48,40.68,4.79,ALTA,7.75933E+12,MUNDOPLAST,EMBUDO GIGANTE,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,12,FLOREROS,280,FLORERO DIAMANTE PASTEL,2,Pastel,11228002,DOC,4,16,84,32,27.12,6.73,ALTA,,,,
1,HOGAR,12,FLOREROS,281,FLORERO ROMANO GRANDE PASTEL,2,Pastel,11228102,DOC,4,16,84,38,32.2,7.99,ALTA,7.76E+12,MUNDOPLAST,FLORERO DE PLASTICO ITALIANO GRANDE,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,12,FLOREROS,282,FLORERO ITALIANO GRANDE PASTEL,2,Pastel,11228202,DOC,4,16,84,38,32.2,7.99,ALTA,7.76E+12,MUNDOPLAST,FLORERO DE PLASTICO ITALIANO GRANDE,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,17,TAPERS,283,TAPER ALEMAN 1/2KG. ,3,Solido,11728303,DOC,20,40,35,11.5,9.75,5.8,ALTA,7.75933E+12,MUNDOPLAST,TAPER ALEMAN DE 550 ML,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,17,TAPERS,284,TAPER ALEMAN 1.1KG. SOLIDO,3,Solido,11728403,DOC,10,20,71,23,19.49,5.72,ALTA,7.75933E+12,MUNDO HOGAR,TAPER ALEMAN DE 1100 ML COLORES VARIADOS SOLIDOS,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,17,TAPERS,285,TAPER ALEMAN 2.8KG. SOLIDO,3,Solido,11728503,DOC,5,10,135,45,38.14,5.89,ALTA,7.75933E+12,MUNDO HOGAR,TAPER ALEMAN DE 2800 ML COLORES VARIADOS SOLIDOS,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,CESTAS,286,CAJA ORGANIZADORA REAL #3 TRANSPARENTE,4,Transparente,11428604,DOC,5,10,150,36,30.51,4.24,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,CESTAS,287,CAJA ORGANIZADORA REAL #3 PASTEL,2,Pastel,11428702,DOC,5,10,150,36,30.51,4.24,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,CESTAS,288,CAJA ORGANIZADORA REAL #2 TRANSPARENTE,4,Transparente,11428804,DOC,,,,, -   ,#DIV/0!,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,CESTAS,289,CAJA ORGANIZADORA REAL #2 CARAMELO,1,Caramelo,11428901,DOC,,,,, -   ,#DIV/0!,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,CESTAS,290,CAJA ORGANIZADORA REAL #2 PASTEL,2,Pastel,11429002,DOC,,,,, -   ,#DIV/0!,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,CESTAS,288,CAJA ORGANIZADORA REAL #2 SOLIDO,3,Solido,11428803,DOC,,,,, -   ,#DIV/0!,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,CESTAS,286,CAJA ORGANIZADORA REAL #3 CARAMELO,1,Caramelo,11428601,DOC,5,10,,48,40.68,#DIV/0!,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,CESTAS,287,CAJA ORGANIZADORA REAL #3 SOLIDO,3,Solido,11428703,DOC,5,10,,48,40.68,#DIV/0!,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,16,SPORT BOTTLE,288,TOMATODO PUBL,1,Caramelo,11628801,DOC,5,10,,48,40.68,#DIV/0!,ALTA,,,,
1,HOGAR,16,SPORT BOTTLE,289,SPORT BOTTLE CLICK CRISTAL 700ML.,5,Varios,11628905,DOC,10,20,,50,42.37,#DIV/0!,ALTA,,,,
1,HOGAR,16,SPORT BOTTLE,290,SPORT BOTTLE AVENTURA CLICK 350ML. PASTEL ,2,Pastel,11629002,DOC,10,40,65,29,24.58,7.88,ALTA,,,,
1,HOGAR,14,PACKS,291,PACK: CAJA ORGANIZADORA #3 + TAPER 550ML + SPORT BOTTLE CLICK 350 ML,5,Varios,11429105,DOC,10,20,90,32,27.12,6.28,ALTA,7.75933E+12,MUNDO HOGAR,4 SALSERO TRANSPARENTE CAP. 600ML. + CEPILLO ESPONJA COLORES VARIADOS,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,CESTAS,292,CAJA ORGANIZADORA ESCOLAR #3 PASTEL ,2,Pastel,11429202,DOC,5,10,,48,40.68,#DIV/0!,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,CESTAS,293,CAJA ORGANIZADORA ESCOLAR #3 CARAMELO,1,Caramelo,11429301,DOC,,,,, -   ,#DIV/0!,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,CESTAS,294,CAJA ORGANIZADORA ESCOLAR #2 CARAMELO,1,Caramelo,11429401,DOC,,,,, -   ,#DIV/0!,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,CESTAS,295,CAJA ORGANIZADORA ESCOLAR  #2 PASTEL,2,Pastel,11429502,DOC,,,,, -   ,#DIV/0!,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,PACKS,296,PACK: CAJA ORGANIZADORA #3 + TAPER 550ML + SPORT BOTTLE CLICK 350 ML PASTEL,2,Pastel,11429602,DOC,10,20,90,32,27.12,6.28,ALTA,7.75933E+12,MUNDO HOGAR,4 SALSERO TRANSPARENTE CAP. 600ML. + CEPILLO ESPONJA COLORES VARIADOS,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,CESTAS,297,CAJA ORGANIZADORA ESCOLAR  #2 CARAMELO,1,Caramelo,11429701,DOC,,,,, -   ,#DIV/0!,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,CESTAS,298,CAJA ORGANIZADORA REAL #5 PASTEL,2,Pastel,11429802,DOC,1,12,241,79.5,67.37,5.82,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,CESTAS,299,CAJA ORGANIZADORA REAL #10 PASTEL,2,Pastel,11429902,DOC,1,12,241,79.5,67.37,5.82,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,PACKS,300,PACK: JARRA REAL 6LT+ 3 VASOS MANZANA,4,Transparente,11430004,DOC,2,6,364,116,98.31,5.63,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,CESTAS,301,COLADOR HOGAR  #1 SOLIDO,3,Solido,11430103,DOC,,,,, -   ,#DIV/0!,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,CESTAS,302,COLADOR HOGAR  #2 SOLIDO,3,Solido,11430203,DOC,,,,, -   ,#DIV/0!,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,CESTAS,303,COLADOR HOGAR  #3 SOLIDO,3,Solido,11430303,DOC,,,,, -   ,#DIV/0!,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,CESTAS,304,COLADOR HOGAR  #4 SOLIDO,3,Solido,11430403,DOC,,,,, -   ,#DIV/0!,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,PACKS,305,PACK: COLADORES HOGAR ,3,Solido,11430503,DOC,10,20,90,32,27.12,6.28,ALTA,7.75933E+12,MUNDO HOGAR,4 SALSERO TRANSPARENTE CAP. 600ML. + CEPILLO ESPONJA COLORES VARIADOS,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,PACKS,306,PACK: JARRA REAL 5LT+ 3 VASOS MANZANA,4,Transparente,11430604,DOC,2,6,364,116,98.31,5.63,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,12,FLOREROS,307,FLORERO ITALIANO GRANDE PASTEL,2,Pastel,11230702,DOC,4,16,84,38,32.2,7.99,ALTA,7.76E+12,MUNDOPLAST,FLORERO DE PLASTICO ITALIANO GRANDE,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,PACKS,308,PACK: ESCOLAR CAPI 550ML + 350ML.,5,Varios,11430805,DOC,5,10,104,34,28.81,5.77,ALTA,,,,
1,HOGAR,14,PACKS,309,PACK: ESCOLAR CAPI 550ML + 350ML. PASTEL,2,Pastel,11430902,DOC,5,10,104,34,28.81,5.77,ALTA,,,,
1,HOGAR,14,CESTAS,310,CAJA ORGANIZADORA CAPI #3 PASTEL,2,Pastel,11431002,DOC,5,10,140,48,40.68,6.05,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,CESTAS,311,CAJA ORGANIZADORA CAPI #3 CARAMELO,1,Caramelo,11431101,DOC,5,10,140,48,40.68,6.05,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,CESTAS,312,CAJA ORGANIZADORA CAPI #2 PASTEL,2,Pastel,11431202,DOC,5,10,90,48,40.68,9.42,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,CESTAS,313,CAJA ORGANIZADORA CAPI #2 CARAMELO,1,Caramelo,11431301,DOC,5,10,90,48,40.68,9.42,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,13,JARRAS,314,JARRA GRECIA 500ML. C/N TAPA,4,Transparente,11331404,DOC,20,80,35,10.5,8.9,5.3,ALTA,7.75933E+12,MUNDOPLAST,JARRA REAL 500 ML,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,13,JARRAS,315,JARRA GRECIA 500ML C/N TAPA CARAMELO ,1,Caramelo,11331501,DOC,20,80,35,10.5,8.9,5.3,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,13,JARRAS,316,PACK: JARRA GRECIA 5LT+ SPORT BOTTLE 600ML + TAPER ALEMAN 1/2KG,4,Transparente,11331604,DOC,20,80,35,10.5,8.9,5.3,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,26,MULTIUSO,317,PACK: COLADORES HOGAR ,3,Solido,12631703,DOC,10,20,90,32,27.12,6.28,ALTA,7.75933E+12,MUNDO HOGAR,4 SALSERO TRANSPARENTE CAP. 600ML. + CEPILLO ESPONJA COLORES VARIADOS,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,26,MULTIUSO,318,CUBIERTO MULTIUSO PASTEL ,2,Pastel,12631802,DOC,10,20,,32,27.12,#DIV/0!,ALTA,7.75933E+12,MUNDO HOGAR,4 SALSERO TRANSPARENTE CAP. 600ML. + CEPILLO ESPONJA COLORES VARIADOS,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,26,MULTIUSO,319,CUBIERTO MULTIUSO CARAMELO,1,Caramelo,12631901,DOC,10,20,,32,27.12,#DIV/0!,ALTA,7.75933E+12,MUNDO HOGAR,4 SALSERO TRANSPARENTE CAP. 600ML. + CEPILLO ESPONJA COLORES VARIADOS,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,26,MULTIUSO,320,PORTACUBIERTO MULTIUSO PASTEL,2,Pastel,12632002,DOC,10,20,,32,27.12,#DIV/0!,ALTA,7.75933E+12,MUNDO HOGAR,4 SALSERO TRANSPARENTE CAP. 600ML. + CEPILLO ESPONJA COLORES VARIADOS,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,26,MULTIUSO,321,PORTACUBIERTO MULTIUSO CARAMELO,1,Caramelo,12632101,DOC,10,20,,32,27.12,#DIV/0!,ALTA,7.75933E+12,MUNDO HOGAR,4 SALSERO TRANSPARENTE CAP. 600ML. + CEPILLO ESPONJA COLORES VARIADOS,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,26,MULTIUSO,322,JABONERA OSITO PASTEL,2,Pastel,12632202,DOC,10,20,,32,27.12,#DIV/0!,ALTA,7.75933E+12,MUNDO HOGAR,4 SALSERO TRANSPARENTE CAP. 600ML. + CEPILLO ESPONJA COLORES VARIADOS,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,26,MULTIUSO,323,JABONERA OSITO CARAMELO,1,Caramelo,12632301,DOC,10,20,,32,27.12,#DIV/0!,ALTA,7.75933E+12,MUNDO HOGAR,4 SALSERO TRANSPARENTE CAP. 600ML. + CEPILLO ESPONJA COLORES VARIADOS,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,26,MULTIUSO,324,PORTAYOGURT,4,Transparente,12632404,DOC,10,20,,,,,,,,,
1,HOGAR,14,PACKS,325,PACK: PORTACUBIERTO + CUBIERTO PASTEL,2,Pastel,11432502,DOC,20,6,364,116,98.31,5.63,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,16,SPORT BOTTLE,326,SPORT BOTTLE DECORADO 350ML. ,5,Varios,11632605,DOC,10,40,60,36,30.51,10.59,ALTA,,,,
1,HOGAR,19,VASOS,327,VASO SORBETE PASTEL,2,Pastel,11932702,DOC,30,60,26,12,10.17,8.15,ALTA,,MUNDO HOGAR,VASO SORBETE SOLIDO #1,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,16,SPORT BOTTLE,328,SPORT BOTTLE TERMOENCOGIBLE 350ML,5,Varios,11632805,DOC,10,20,65,24,20.34,6.52,ALTA,,,,
1,HOGAR,21,CESTAS,329,PANERITA CORAZON 1/2KG. ROJO,3,Solido,12132903,DOC,10,20,,24,20.34,#DIV/0!,ALTA,,,,
1,HOGAR,17,TAPERS,330,NUTRITAPER ,4,Transparente,11733004,DOC,10,,,24,20.34,#DIV/0!,ALTA,,,,
1,HOGAR,14,CESTAS,331,CAJA ORGANIZADORA REAL #2 NEON,5,Varios,11433105,DOC,5,10,90,48,40.68,9.42,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,CESTAS,332,CAJA ORGANIZADORA REAL #2 NAVIDEÑA ,3,Solido,11433203,DOC,5,10,90,48,40.68,9.42,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,12,FLOREROS,333,FLORERO GRIEGO PASTEL,2,Pastel,11233302,DOC,5,10,114,36,30.51,5.58,ALTA,,,,
1,HOGAR,12,FLOREROS,334,FLORERO GIRASOL PASTEL,2,Pastel,11233402,DOC,5,10,114,36,30.51,5.58,ALTA,,,,
1,HOGAR,14,CESTAS,335,CAJA ORGANIZADORA #2 SOLIDO,3,Solido,11433503,DOC,5,10,90,24,20.34,4.71,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,CESTAS,336,CAJA ORGANIZADORA REAL #4 ,4,Transparente,11433604,DOC,,,210,48,40.68,4.04,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,CESTAS,337,CAJA ORGANIZADORA REAL #4 CARAMELO,1,Caramelo,11433701,DOC,,,210,48,40.68,4.04,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,CESTAS,338,CAJA ORGANIZADORA REAL #4 PASTEL,2,Pastel,11433802,DOC,,,210,48,40.68,4.04,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,PACKS,339,PACK: PORTAYOGURT + TAPER 550ML SOLIDO,3,Solido,11433903,DOC,20,5,110,116,98.31,18.62,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,PACKS,340,PACK: PORTAYOGURT + TAPER 550ML PASTEL ,2,Pastel,11434002,DOC,20,5,110,116,98.31,18.62,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,PACKS,341,PACK: PORTACEPILLO + JABONERA CARAMELO,1,Caramelo,11434101,DOC,,,110,116,98.31,18.62,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,PACKS,342,PACK: PORTACEPILLO + JABONERA PASTEL ,2,Pastel,11434202,DOC,,,110,116,98.31,18.62,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,PACKS,343,PACK: PORTACEPILLO + CUBIERTOS + TAPER 550ML CARAMELO,2,Pastel,11434302,DOC,,,110,116,98.31,18.62,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,PACKS,344,PACK: PORTACEPILLO + CUBIERTOS + TAPER 550ML PASTEL,2,Pastel,11434402,DOC,,,110,116,98.31,18.62,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,CESTAS,345,CAJA ORGANIZADORA REAL #15 NAVIDEÑA ,3,Solido,11434503,DOC,5,10,90,48,40.68,9.42,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
